id,expected_label,predicted_label,raw_score,final_score,decision_source,security_adjustments,content_signals,elapsed_ms,category,correct
phisharg-eval-0001,legitimate,legitimate,0.000468129466753453,0.0005,hybrid_model,[],[],59.681600000203616,internal_communication,True
phisharg-eval-0002,phishing,phishing,0.9981192946434021,0.9981,hybrid_content_security_rule,[],"[{""description"": ""El mensaje pide enviar o compartir contraseñas, claves o códigos de autenticación."", ""rule"": ""credential_disclosure_request""}]",32.03170000006139,tax_impersonation,True
phisharg-eval-0003,phishing,phishing,0.9985596537590027,1.0,hybrid_model_and_security_rules,"[{""delta"": 0.15, ""description"": ""SPF fail: el remitente no está autorizado por el dominio"", ""rule"": ""spf_fail""}, {""delta"": 0.1, ""description"": ""DKIM fail: la firma digital del correo es inválida"", ""rule"": ""dkim_fail""}, {""delta"": 0.15, ""description"": ""DMARC fail: la política de autenticación del dominio no se cumplió"", ""rule"": ""dmarc_fail""}, {""delta"": 0.1, ""description"": ""Discrepancia entre From y Return-Path: posible spoofing"", ""rule"": ""return_path_mismatch""}]",[],21.902399999817135,bank_impersonation,True
phisharg-eval-0004,legitimate,legitimate,0.0009187672403641045,0.0,hybrid_model_and_security_rules,"[{""delta"": -0.1, ""description"": ""Correo autenticado como interno de la organización"", ""rule"": ""internal_auth""}, {""delta"": -0.15, ""description"": ""Todas las verificaciones de autenticación y spoofing pasaron correctamente"", ""rule"": ""all_checks_pass""}]",[],19.7413000000779,internal_communication,True
phisharg-eval-0005,legitimate,legitimate,0.010426738299429417,0.0104,hybrid_model,[],[],20.708499999727792,technical_email,True
phisharg-eval-0006,legitimate,legitimate,0.0028224317356944084,0.0028,hybrid_model_and_security_rules,[],[],19.819299999653595,internal_communication,True
phisharg-eval-0007,legitimate,legitimate,0.09235038608312607,0.0,hybrid_model_and_security_rules,"[{""delta"": -0.1, ""description"": ""Correo autenticado como interno de la organización"", ""rule"": ""internal_auth""}, {""delta"": -0.15, ""description"": ""Todas las verificaciones de autenticación y spoofing pasaron correctamente"", ""rule"": ""all_checks_pass""}]",[],28.860200000053737,legitimate_invoice,True
phisharg-eval-0008,legitimate,legitimate,0.002168787643313408,0.0,hybrid_model_and_security_rules,"[{""delta"": -0.1, ""description"": ""Correo autenticado como interno de la organización"", ""rule"": ""internal_auth""}, {""delta"": -0.15, ""description"": ""Todas las verificaciones de autenticación y spoofing pasaron correctamente"", ""rule"": ""all_checks_pass""}]",[],27.809599999727652,internal_communication,True
phisharg-eval-0009,legitimate,legitimate,0.014223990961909294,0.0,hybrid_model_and_security_rules,"[{""delta"": -0.15, ""description"": ""Todas las verificaciones de autenticación y spoofing pasaron correctamente"", ""rule"": ""all_checks_pass""}]",[],26.43320000015592,technical_email,True
phisharg-eval-0010,legitimate,legitimate,0.011053853668272495,0.0,hybrid_model_and_security_rules,"[{""delta"": -0.15, ""description"": ""Todas las verificaciones de autenticación y spoofing pasaron correctamente"", ""rule"": ""all_checks_pass""}]",[],25.297300000147516,other_legitimate,True
phisharg-eval-0011,phishing,phishing,0.9987909197807312,1.0,hybrid_model_and_security_rules,"[{""delta"": 0.05, ""description"": ""SPF softfail: el dominio no prohíbe explícitamente este remitente (común en reenvíos)"", ""rule"": ""spf_softfail""}, {""delta"": 0.1, ""description"": ""DKIM fail: la firma digital del correo es inválida"", ""rule"": ""dkim_fail""}, {""delta"": 0.15, ""description"": ""DMARC fail: la política de autenticación del dominio no se cumplió"", ""rule"": ""dmarc_fail""}, {""delta"": 0.05, ""description"": ""Reply-To apunta a un dominio diferente al remitente"", ""rule"": ""reply_to_mismatch""}]",[],30.613700000230892,bank_impersonation,True
phisharg-eval-0012,phishing,phishing,,1.0,hybrid_critical_security_rule,[],[],0.24389999998675194,bank_impersonation,True
phisharg-eval-0013,phishing,phishing,,1.0,hybrid_critical_security_rule,[],[],0.263100000211125,bank_impersonation,True
phisharg-eval-0014,phishing,phishing,0.9641584753990173,1.0,hybrid_content_security_rule,"[{""delta"": 0.05, ""description"": ""SPF softfail: el dominio no prohíbe explícitamente este remitente (común en reenvíos)"", ""rule"": ""spf_softfail""}, {""delta"": 0.12, ""description"": ""SCL=8: Microsoft lo clasifica como spam probable"", ""rule"": ""scl_medium""}]","[{""description"": ""El mensaje pide enviar o compartir contraseñas, claves o códigos de autenticación."", ""rule"": ""credential_disclosure_request""}]",23.32120000028226,credential_theft,True
